# Xlam,PX,Ylam,PY
1.084443260522109709e+00,1.024101864483856345e-01,1.084311050477489768e+00,1.661339016160539861e-01
1.086174746936600766e+00,1.087767166894042653e-01,1.085948158253751794e+00,1.777659385544308468e-01
1.087773042088439057e+00,1.159618008185538951e-01,1.087585266030013598e+00,1.830935890605576155e-01
1.089504528502930114e+00,1.195998180991359600e-01,1.089222373806275623e+00,1.957023619250577162e-01
1.091102823654768184e+00,1.276944065484311164e-01,1.090859481582537649e+00,2.073343988634345492e-01
1.092834310069259462e+00,1.349704411095952461e-01,1.092633015006821307e+00,2.145267270467057230e-01
1.094166222695791113e+00,1.403365165984538365e-01,1.094133697135061256e+00,2.270467057361036933e-01
1.095764517847629183e+00,1.484311050477489791e-01,1.095497953615279574e+00,2.351269756703960323e-01
1.097496004262120461e+00,1.520691223283310300e-01,1.097271487039563675e+00,2.476469543597940026e-01
1.099094299413958531e+00,1.593451568894952153e-01,1.098908594815825257e+00,2.593677854732729937e-01
1.100825785828449810e+00,1.692587539790813833e-01,1.100682128240109137e+00,2.727757059136920459e-01
1.102557272242940867e+00,1.746248294679399460e-01,1.102319236016371162e+00,2.844077428520688788e-01
1.104288758657432146e+00,1.845384265575261140e-01,1.104092769440654820e+00,2.996803409696323639e-01
1.105887053809270215e+00,1.927239654388358259e-01,1.105729877216916845e+00,3.122003196590303342e-01
1.107618540223761494e+00,2.017280582082764673e-01,1.107503410641200503e+00,3.274729177765938748e-01
1.109350026638252551e+00,2.116416552978626353e-01,1.109140518417462529e+00,3.445213993961995791e-01
1.110681939264784202e+00,2.170986812187357673e-01,1.110777626193724332e+00,3.579293198366186868e-01
1.112280234416622493e+00,2.251932696680309098e-01,1.112141882673942872e+00,3.705380927011188152e-01
1.114011720831113550e+00,2.369258753979081034e-01,1.113915416098226530e+00,3.848339548925590603e-01
1.115743207245604829e+00,2.468394724874942991e-01,1.115552523874488333e+00,4.027703782631859575e-01
1.117474693660095886e+00,2.549340609367894417e-01,1.117326057298771991e+00,4.189309181317705244e-01
1.119206180074587165e+00,2.666666666666666630e-01,1.119099590723055870e+00,4.404191085064819711e-01
1.120937666489078444e+00,2.793087767166894109e-01,1.120736698499317896e+00,4.556917066240454006e-01
1.122669152903569501e+00,2.884038199181446216e-01,1.122510231923601554e+00,4.736281299946723533e-01
1.124400639318060779e+00,3.001364256480218429e-01,1.124283765347885433e+00,4.951163203693838000e-01
1.125998934469898849e+00,3.135970895861754926e-01,1.125920873124147237e+00,5.139406854910317790e-01
1.127464038359083709e+00,3.236016371077762299e-01,1.127557980900409262e+00,5.354288758657431702e-01
1.129062333510921778e+00,3.307867212369258736e-01,1.128922237380627580e+00,5.399573787959509596e-01
1.130793819925412835e+00,3.379718053660754618e-01,1.130695770804911238e+00,5.417332622979932344e-01
1.132525306339904114e+00,3.452478399272396747e-01,1.132469304229195117e+00,5.452850293020777839e-01
1.134389984017048381e+00,3.506139154160982097e-01,1.134242837653478775e+00,5.462617652282010239e-01
1.136121470431539660e+00,3.597089586175534204e-01,1.135879945429740800e+00,5.452850293020777839e-01
1.137852956846030938e+00,3.714415643474306417e-01,1.137653478854024680e+00,5.650861303498490029e-01
1.139584443260522217e+00,3.849022282855843469e-01,1.139427012278308338e+00,5.883502042266027798e-01
1.141315929675013496e+00,4.020918599363346724e-01,1.141200545702591995e+00,6.108151305274374110e-01
1.143047416089504553e+00,4.156434743065029469e-01,1.142837653478854021e+00,6.367430296572544890e-01
1.144512519978689413e+00,4.318326512050932320e-01,1.144474761255115824e+00,6.600958977091102575e-01
1.146110815130527483e+00,4.327421555252387031e-01,1.145839017735334364e+00,6.699520511454448712e-01
1.147975492807671749e+00,4.309231468849477054e-01,1.147748976807639876e+00,6.887764162670928503e-01
1.149706979222163028e+00,4.301045929968166925e-01,1.149522510231923533e+00,7.076007813887409403e-01
1.151438465636654085e+00,4.309231468849477054e-01,1.151159618008185559e+00,7.218966435801811299e-01
1.153303143313798795e+00,4.309231468849477054e-01,1.152933151432469439e+00,7.308648552654944952e-01
1.155034629728289852e+00,4.301045929968166925e-01,1.154843110504774950e+00,7.255372047593676710e-01
1.156766116142781131e+00,4.318326512050932320e-01,1.156616643929058608e+00,7.183448765760965804e-01
1.158630793819925398e+00,4.381991814461118628e-01,1.158390177353342265e+00,7.102646066418043524e-01
1.160362280234416676e+00,4.444747612551159799e-01,1.160027285129604291e+00,7.040490143846563909e-01
1.161827384123601536e+00,4.490222828558435575e-01,1.161800818553888170e+00,7.004084532054697387e-01
