0.24284936, -0.30134648, 0.19383088, -0.40370864, 0.48900935, -0.5244806
0.5593661, -0.4511579, -0.04151767, -0.28780642, 0.36211708, -0.07566938, 0.33159363, 0.16619344
-0.19547965, -0.034470726, 1.7632418, -2.069827, 2.0769548, 1.7093713, 4.0292773, 0.2110688
2.419632, -3.437659, -1.277664, 2.5816226, -0.55722004, 1.3018566, -3.1295629, 0.7167206
-2.7103157, 0.052092467, 2.1839077, -2.5315075, 1.9273155, -1.1194637, 1.5885462, -2.5115855
2.7404964, 0.151804, -1.0851357, 2.884845, 0.021041242, -0.27042347, -2.0354755, 0.015076733
-2.5693607, 0.9808967, 2.1487663, 0.91753334, 1.5868402, 0.7147933, -0.27729478, -1.6758609
-1.1137779, -0.92588156, -0.29325804, 0.4304852, 3.555389, 0.8914622, 1.8258493, 0.55575967
0.16229063, 0.7057782, 0.02265045, -0.06028942, -0.80091053, 1.1427604, 6.1953216, 2.16276
3.9093735, 0.62562317, 1.0654664, -1.274092, 0.40324435, 0.049200438, -0.22600669, 0.1563606
4.6321764, 1.7554246, 3.951042, 1.9367696, -0.49103203, -1.0654278, -0.10249868, -0.21647239
0.6312961, -1.0879036, -2.9932957, 2.8788795, -2.7406964, 2.7340698, 0.18673061, 0.42671955
-0.15820263, -0.17951117, -1.0692254, 1.1043553, -0.8224109, 1.2027599, 1.1632798, 0.44078368
0.3334746, 0.202471, -0.4120941
