1,1,0,0
1.183634,1.11556,0.002819,0.00204
1.183157,1.115237,0.002908,0.002078
1.18354,1.115221,0.00298,0.002153
1.184022,1.115358,0.002953,0.002174
1.184697,1.115439,0.002898,0.00208
1.185502,1.115585,0.002924,0.002069
1.186194,1.115992,0.003014,0.002124
1.188088,1.115975,0.003029,0.002111
1.189183,1.116268,0.003005,0.002082
1.190028,1.116222,0.003035,0.002202
1.19052,1.116254,0.003074,0.002234
1.191397,1.116513,0.003141,0.002235
1.192135,1.116711,0.003118,0.002266
1.192766,1.117176,0.003121,0.002268
1.195013,1.117694,0.003151,0.002239
1.196686,1.119322,0.003181,0.00224
1.198891,1.119919,0.003222,0.002302
1.199779,1.120398,0.003226,0.002303
1.200416,1.121028,0.003265,0.002365
1.200912,1.121311,0.003295,0.002425
1.201242,1.121546,0.003363,0.002517
1.201647,1.121897,0.003368,0.002518
1.202495,1.122758,0.003399,0.002549
1.203652,1.122788,0.003465,0.002701
1.205362,1.12342,0.003533,0.002732
1.207025,1.124025,0.003637,0.002794
1.207905,1.125104,0.003679,0.002826
1.209421,1.126194,0.003812,0.002988
1.210436,1.127372,0.00388,0.003121
1.211276,1.128179,0.003947,0.003212
1.211961,1.128793,0.004053,0.003274
1.212653,1.130206,0.004122,0.003246
1.21331,1.130957,0.004164,0.003247
1.213881,1.132003,0.004167,0.003249
1.215223,1.132447,0.004337,0.003341
1.215317,1.133131,0.004379,0.003343
1.215356,1.133663,0.004449,0.003314
1.216107,1.134119,0.004528,0.003376
1.215916,1.134326,0.004634,0.003378
1.21698,1.135492,0.004741,0.00338
1.217793,1.135877,0.004774,0.003382
1.218618,1.137402,0.004807,0.003414
1.219401,1.139045,0.004851,0.003346
1.221154,1.139831,0.004958,0.003247
1.221743,1.140716,0.005065,0.00328
1.223064,1.142432,0.005137,0.003312
1.223476,1.143231,0.005209,0.003375
1.224422,1.144296,0.005346,0.003509
1.225479,1.145475,0.005519,0.00351
1.226615,1.146517,0.005591,0.003482
1.228392,1.147464,0.005691,0.003484
1.22934,1.148375,0.005763,0.003546
1.230479,1.149362,0.005863,0.003579
1.231664,1.150658,0.005935,0.00355
1.23248,1.152093,0.006007,0.003552
1.233752,1.153131,0.00608,0.003584
1.233653,1.153572,0.006124,0.003556
