# Xlam,PX,Ylam,PY
1.142880364109232882e+00,2.040810397820036828e-02,1.068932038834951470e+00,5.909537672791962196e-03
1.146944083224967548e+00,2.331317216015059771e-02,1.070711974110032383e+00,7.368682777185039945e-03
1.150195058517555324e+00,2.476570625112571589e-02,1.072491909385113296e+00,1.035993024119084838e-02
1.153933680104031190e+00,2.621824034210082713e-02,1.073948220064725012e+00,8.827827881578115959e-03
1.157997399219766077e+00,3.195575000145253058e-02,1.075889967637540412e+00,1.181907534558392439e-02
1.161898569570871231e+00,3.486081818340276001e-02,1.077831715210356034e+00,1.327822044997700041e-02
1.165962288686605897e+00,3.849215341084055025e-02,1.079611650485436947e+00,1.481032280958973282e-02
1.170026007802340784e+00,4.067095454730322579e-02,1.081553398058252569e+00,1.408075025739319482e-02
1.173439531859557849e+00,4.720735795669124546e-02,1.083333333333333481e+00,1.626946791398280884e-02
1.177178153446033715e+00,5.156496022961658265e-02,1.084789644012944976e+00,1.772861301837588485e-02
1.181241872561768602e+00,5.657620284348073569e-02,1.086731391585760598e+00,1.926071537798861727e-02
1.185468140442132556e+00,6.238633920738119454e-02,1.088673139158575998e+00,2.298153539419096544e-02
1.189531859557867444e+00,6.529140738933142396e-02,1.090453074433656910e+00,2.371110794638750519e-02
1.193758127438231398e+00,7.400661193518212611e-02,1.092394822006472532e+00,2.816150051478638963e-02
1.197171651495448685e+00,8.047038864002138692e-02,1.094174757281553445e+00,2.962064561917946565e-02
1.200910273081924551e+00,8.628052500392183188e-02,1.095631067961165162e+00,3.261189308318527408e-02
1.205136540962288727e+00,9.136439432233474378e-02,1.097572815533980783e+00,3.487356799499454624e-02
1.209362808842652903e+00,9.862706477721032428e-02,1.099514563106796183e+00,3.706228565158416199e-02
1.213589076723016857e+00,1.072696426185122537e-01,1.101456310679611805e+00,4.151267821998304991e-02
1.217815344603381034e+00,1.145323130733878203e-01,1.103398058252427205e+00,4.450392568398885140e-02
1.221391417425227610e+00,1.210687164827758538e-01,1.105177993527508118e+00,4.669264334057846716e-02
