1,1,0,0
1,1,0.003113,0.001935
1.000714,0.999495,0.003227,0.001936
1.001025,0.999658,0.003265,0.001937
1.001125,0.999905,0.00326,0.001897
1.001314,1.000138,0.003289,0.001901
1.001276,1.000321,0.003314,0.00194
1.001578,1.000613,0.003412,0.001973
1.001631,1.000963,0.003462,0.002002
1.001946,1.001899,0.003499,0.002184
1.00245,1.002991,0.003599,0.002306
1.003264,1.003502,0.003699,0.00237
1.003865,1.004283,0.003764,0.002372
1.004017,1.004697,0.003766,0.002405
1.004223,1.005016,0.003893,0.002468
1.004319,1.005319,0.003922,0.002471
1.004913,1.00554,0.004022,0.002533
1.005113,1.005739,0.004061,0.002627
1.005201,1.006136,0.004099,0.002659
1.005401,1.006845,0.004199,0.002783
1.005369,1.007429,0.004237,0.002846
1.005529,1.008113,0.004338,0.002849
1.005853,1.009314,0.004404,0.002852
1.005853,1.010515,0.00447,0.002854
1.006066,1.011355,0.004571,0.002827
1.006142,1.011731,0.004636,0.002831
1.006989,1.012152,0.004666,0.002804
1.007145,1.013392,0.004705,0.002868
1.007252,1.014318,0.004806,0.002841
1.007636,1.016672,0.004845,0.002813
1.008164,1.017139,0.004919,0.002878
1.007874,1.017747,0.004949,0.002912
1.008535,1.018834,0.004979,0.002885
1.008791,1.019296,0.005045,0.00298
1.008881,1.020599,0.005075,0.003015
1.009396,1.021974,0.005177,0.00308
1.009264,1.023516,0.00518,0.003176
1.009677,1.024898,0.005146,0.003241
1.010132,1.025498,0.005186,0.003337
1.010271,1.025581,0.005252,0.003403
1.010551,1.026531,0.005291,0.003438
1.010716,1.02748,0.005331,0.003576
1.011153,1.028984,0.005334,0.003611
1.011356,1.030385,0.005373,0.003708
1.011908,1.032045,0.005403,0.003836
1.012337,1.033125,0.00547,0.003903
1.012706,1.034067,0.005537,0.00397
1.012959,1.03496,0.005604,0.004005
1.013546,1.035618,0.005671,0.00404
1.013794,1.037363,0.00571,0.004076
1.014391,1.038661,0.005713,0.00408
1.014513,1.040314,0.00578,0.004116
1.015075,1.041994,0.00582,0.004183
1.015621,1.043418,0.005823,0.004219
1.015934,1.044603,0.005826,0.004255
1.016454,1.045721,0.005829,0.004291
1.016796,1.046328,0.00586,0.004255
1.016783,1.046921,0.005891,0.004259
1.017446,1.047614,0.005922,0.004295
1.018514,1.050308,0.005989,0.0043
1.019143,1.051535,0.00602,0.004347
1.019434,1.052423,0.006023,0.004352
1.019774,1.054138,0.006027,0.00442
1.020435,1.055017,0.00603,0.004393
1.021463,1.056855,0.006061,0.004441
1.022039,1.057962,0.006093,0.004478
1.022545,1.058699,0.006096,0.004451
1.023082,1.060607,0.006127,0.004423
1.023515,1.061816,0.006158,0.004471
1.024167,1.063752,0.006226,0.004476
1.024881,1.065096,0.006257,0.004417
1.025763,1.065889,0.006261,0.004389
1.026595,1.067024,0.006264,0.004394
1.026806,1.068631,0.006305,0.004399
1.027227,1.07044,0.006373,0.004479
1.02735,1.071304,0.006414,0.004442
1.02847,1.072372,0.006417,0.004447
1.028778,1.073905,0.006421,0.004495
1.029399,1.075341,0.006461,0.004608
1.030189,1.076417,0.00653,0.004614
1.031236,1.077445,0.006534,0.004586
1.031867,1.079659,0.006537,0.004591
1.032567,1.081169,0.006541,0.004672
1.033264,1.082212,0.00661,0.004743
1.034128,1.083526,0.006642,0.004857
1.034572,1.084884,0.006645,0.005036
1.035711,1.086347,0.006649,0.00515
1.036148,1.088082,0.006755,0.005297
1.037475,1.089574,0.006787,0.005379
1.038396,1.091347,0.006763,0.005418
1.039246,1.09225,0.006729,0.005533
1.0399,1.093958,0.00677,0.005681
1.040592,1.095767,0.006839,0.005753
1.040484,1.096804,0.006909,0.005792
1.041611,1.096944,0.006913,0.005898
1.042177,1.099094,0.006954,0.006079
1.042934,1.100261,0.006995,0.006228
1.044228,1.101913,0.007036,0.0063
1.04478,1.103141,0.00704,0.006307
1.04538,1.104421,0.007044,0.006314
1.045901,1.10702,0.007048,0.006388
1.046948,1.108437,0.007117,0.006528
1.047423,1.109745,0.007122,0.006636
1.047743,1.110846,0.007192,0.006743
1.048207,1.112979,0.00729,0.006816
1.049535,1.113969,0.00736,0.00689
